Descrição,Beneficiario,Data,Valor R$ 
Pagamento de Boleto,RLS COMERCIAL DE ALIMENTOS LTDA,2022-05-12 00:00:00,"295,57"
Pagamento de Boleto,RODAN COMERCIO DE PECAS E IMPL,2022-05-12 00:00:00,"566,00"
Pgto conta água,SAMAE-URUSSANGA,2022-05-12 00:00:00,"54,12"
Pgto conta água,SAMAE-URUSSANGA,2022-05-12 00:00:00,"57,09"
Pagamento de Boleto,SANTANDER SANTANDER SX MASTER - 2686,2022-05-12 00:00:00,"953,97"
Pagamento de Boleto,SCHERER SA COMERCIO DE AUTOPEC,2022-05-12 00:00:00,"263,24"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"20,27"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"28,73"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"34,83"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"35,80"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"55,73"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"56,88"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"65,87"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"83,29"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"86,15"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"87,51"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"96,29"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"117,63"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"181,19"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"191,11"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-12 00:00:00,"259,15"
Pagamento de Boleto,TCV RECONDICIONAMENTO E SERVICOS DE VA,2022-05-12 00:00:00,"571,68"
Pagamento de Boleto,TECNOVALVULAS COMERCIO DE VALVULAS LTD,2022-05-12 00:00:00,"330,65"
Pagto conta telefone,TIM S/A,2022-05-12 00:00:00,"33,91"
Pagto conta telefone,TIM S/A,2022-05-12 00:00:00,"50,99"
Pagto conta telefone,TIM S/A,2022-05-12 00:00:00,"56,25"
Pagto conta telefone,TIM S/A,2022-05-12 00:00:00,"62,51"
Pagto conta telefone,TIM S/A,2022-05-12 00:00:00,"65,99"
Pagto conta telefone,TIM S/A,2022-05-12 00:00:00,"70,99"
Pagto conta telefone,TIM S/A,2022-05-12 00:00:00,"74,99"
Pagamento de Boleto,UNIVERSAL PNEUS LTDA,2022-05-12 00:00:00,"365,61"
Pagto conta telefone,VIVO PR E SC,2022-05-12 00:00:00,"61,47"
Pagamento de Boleto,WMS SUPERMERCADOS DO BRASIL LTDA,2022-05-12 00:00:00,"2397,20"
Pagamento de Boleto,ZAF SERVICOS FUNERARIOS LTDA,2022-05-12 00:00:00,"32,00"
Pagamento de Boleto,ZOOP TECNOLOGIA I P S A,2022-05-12 00:00:00,"59,90"
Telefone Pre-Pago,48999140303-TIM,2022-05-13 00:00:00,"20,00"
Pagamento de Boleto,A SAUDAVEL FITOTERAPICA LTDA - EPP,2022-05-13 00:00:00,"314,83"
Pagamento de Boleto,APTI ALIMEN LTDA,2022-05-13 00:00:00,"580,00"
Pagamento de Boleto,APTI ALIMEN LTDA,2022-05-13 00:00:00,"635,59"
Pagamento de Boleto,Arrecadação FRJ,2022-05-13 00:00:00,"293,30"
Pagamento de Boleto,ASSOCIACAO MUTUA DE BENEFICIOS,2022-05-13 00:00:00,"101,85"
Pagamento de Boleto,AURORA LTDA,2022-05-13 00:00:00,"297,30"
Pagamento de Boleto,AURORA LTDA,2022-05-13 00:00:00,"1709,05"
Pagamento de Boleto,BANCO DO BRASIL,2022-05-13 00:00:00,"153,05"
Pagamento de Boleto,BANCO DO BRASIL,2022-05-13 00:00:00,"659,59"
Pagamento de Boleto,BANCO PAN SA,2022-05-13 00:00:00,"641,14"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-05-13 00:00:00,"77,86"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-05-13 00:00:00,"102,74"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-05-13 00:00:00,"103,98"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-05-13 00:00:00,"125,00"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-05-13 00:00:00,"153,14"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-05-13 00:00:00,"340,15"
Pagamento de Boleto,BANCO VOTORANTIM S/A,2022-05-13 00:00:00,"546,87"
Pagamento de Boleto,BANCO VOTORANTIM S/A,2022-05-13 00:00:00,"832,83"
Pagamento de Boleto,BCO BRADESCO S.A.,2022-05-13 00:00:00,"55,18"
Pagamento de Boleto,BCO COOPERATIVO SICREDI S.A.,2022-05-13 00:00:00,"85,84"
Pagamento de Boleto,BCO COOPERATIVO SICREDI S.A.,2022-05-13 00:00:00,"122,82"
Pagamento de Boleto,BCO DAYCOVAL S.A,2022-05-13 00:00:00,"303,73"
Pagamento de Boleto,BCO SAFRA S.A.,2022-05-13 00:00:00,"188,90"
Pagamento de Boleto,BCO SANTANDER (BRASIL) S.A.,2022-05-13 00:00:00,"804,38"
Pagamento de Boleto,BCO SANTANDER (BRASIL) S.A.,2022-05-13 00:00:00,"3083,33"
Pagamento de Boleto,BOTICARIO PRODUTOS DE BELEZA LTDA,2022-05-13 00:00:00,"119,59"
Pagamento de Boleto,CAIXA ECONOMICA FEDERAL,2022-05-13 00:00:00,"434,51"
Pagamento de Boleto,CAIXA ECONOMICA FEDERAL,2022-05-13 00:00:00,"734,78"
Pagamento de Boleto,CAIXA ECONOMICA FEDERAL,2022-05-13 00:00:00,"2743,07"
Pagamento de Boleto,CASA MICROCREDITO - F. BADESC,2022-05-13 00:00:00,"363,51"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"37,36"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"64,45"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"69,07"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"89,33"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"97,34"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"105,23"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"121,30"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"122,68"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"125,81"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"127,84"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"134,03"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"153,39"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"160,72"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"172,59"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"212,39"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"223,34"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"223,52"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"256,15"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"270,71"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"330,30"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-13 00:00:00,"415,58"
Pagto Energia Elétrica,CELESC DISTRIBUICAO SA,2022-05-13 00:00:00,"894,05"
Pagto conta telefone,CLARO PR/SC,2022-05-13 00:00:00,"51,11"
Pagamento conta luz,COOPERCOCAL,2022-05-13 00:00:00,"254,75"
Pagamento conta luz,COOPERCOCAL,2022-05-13 00:00:00,"335,36"
Pagamento de Boleto,CREDISOL - INSTITUICAO DE CRED,2022-05-13 00:00:00,"267,89"
INSS Arrecadação,GPS- Ident.:     10111338341 - 04/2022,2022-05-13 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     10815702482 - 04/2022,2022-05-13 00:00:00,"121,00"
INSS Arrecadação,GPS- Ident.:     11224384266 - 04/2022,2022-05-13 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     11416253070 - 04/2022,2022-05-13 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     12194391357 - 04/2022,2022-05-13 00:00:00,"242,40"
INSS Arrecadação,GPS- Ident.:     12227417376 - 04/2022,2022-05-13 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     12763929720 - 04/2022,2022-05-13 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     16166150254 - 04/2022,2022-05-13 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     20672703135 - 04/2022,2022-05-13 00:00:00,"242,40"
INSS Arrecadação,GPS- Ident.:     26864594872 - 04/2022,2022-05-13 00:00:00,"133,32"
Pagamento de Boleto,HINOVA PAYMENTS M P S A,2022-05-13 00:00:00,"65,34"
Pagamento de Boleto,ITAU UNIBANCO S.A.,2022-05-13 00:00:00,"300,00"
Pagamento de Boleto,ITAU UNIBANCO S.A.,2022-05-13 00:00:00,"369,23"
Pagamento de Boleto,ITAU UNIBANCO S.A.,2022-05-13 00:00:00,"665,71"
Pagamento de Boleto,ITAU UNIBANCO S.A.,2022-05-13 00:00:00,"885,88"
Pagamento de Boleto,JEQUITI,2022-05-13 00:00:00,"257,86"
Pagamento de Boleto,LIBERTY SEGUROS S.A.,2022-05-13 00:00:00,"4642,45"
Pagamento de Boleto,MACIEL PECAS,2022-05-13 00:00:00,"241,77"
Pagamento de Boleto,MACIEL PECAS,2022-05-13 00:00:00,"363,86"
Pagamento de Boleto,NU PAGAMENTOS - IP,2022-05-13 00:00:00,"623,00"
Pagamento de Boleto,NU PAGAMENTOS - IP,2022-05-13 00:00:00,"1327,85"
Pagamento de Boleto,NU PAGAMENTOS SA,2022-05-13 00:00:00,"147,02"
Pagamento de Boleto,NU PAGAMENTOS SA,2022-05-13 00:00:00,"2707,51"
Pagto conta telefone,OI SA TV,2022-05-13 00:00:00,"466,96"
Pagamento de Boleto,OMNI SA CREDITO  FINANCIAMENTO E INVES,2022-05-13 00:00:00,"466,70"
Pagamento de Boleto,REALIZE CREDITO FINANCIAMENTO E INVEST,2022-05-13 00:00:00,"34,98"
Pagamento de Boleto,SCHERER SA COMERCIO DE AUTOPEC,2022-05-13 00:00:00,"60,14"
Pagamento de Boleto,SCHERER SA COMERCIO DE AUTOPEC,2022-05-13 00:00:00,"407,82"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"34,83"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"55,73"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"57,04"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"57,15"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"58,33"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"59,45"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"60,18"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"77,91"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"82,66"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"88,87"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"119,65"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"216,81"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-05-13 00:00:00,"221,58"
Pagamento de Boleto,SUPER SOLDAS,2022-05-13 00:00:00,"362,50"
Pagto conta telefone,TIM S/A,2022-05-13 00:00:00,"50,99"
Pagto conta telefone,TIM S/A,2022-05-13 00:00:00,"54,99"
Pagto conta telefone,TIM S/A,2022-05-13 00:00:00,"55,99"
Pagto conta telefone,TIM S/A,2022-05-13 00:00:00,"63,99"
Pagto conta telefone,TIM S/A,2022-05-13 00:00:00,"85,59"
Pagamento de Boleto,UNIFIQUE TELECOMUNICACOES SA,2022-05-13 00:00:00,"99,90"
Pagamento de Boleto,VEEM ASSOCIACAO MUTUA DE BENS,2022-05-13 00:00:00,"82,56"
Pagto conta telefone,VIVO PR E SC,2022-05-13 00:00:00,"45,99"
Pagto conta telefone,VIVO PR E SC,2022-05-13 00:00:00,"98,15"
Pagamento de Boleto,WMS SUPERMERCADOS DO BRASIL LTDA,2022-05-13 00:00:00,"433,96"
Pagamento de Boleto,ZAF SERVICOS FUNERARIOS LTDA,2022-05-13 00:00:00,"32,00"
Pagamento de Boleto,3D TELECOMUNICACOES LTDA,2022-05-16 00:00:00,"99,90"
Pagamento de Boleto,AGRICOPEL COMERCIO DE DERIVADO,2022-05-16 00:00:00,"400,57"
Pagamento de Boleto,ALTENBURG TEXTIL LTDA,2022-05-16 00:00:00,"1462,35"
Pagamento de Boleto,AMARETTI BEBIDAS LTDA,2022-05-16 00:00:00,"535,44"
Pagamento de Boleto,ASAAS GESTAO FINANCEIRA S A,2022-05-16 00:00:00,"198,00"
Pagamento de Boleto,ASSOCIACAO DO SENHOR JESUS,2022-05-16 00:00:00,"20,00"
Pagamento de Boleto,ASSOCIACAO MUTUA DE BENEFICIOS,2022-05-16 00:00:00,"60,05"
Pagamento de Boleto,ASSOCIACAO MUTUA DE BENEFICIOS,2022-05-16 00:00:00,"62,50"
Pagamento de Boleto,ASSOCIACAO MUTUA DE BENEFICIOS,2022-05-16 00:00:00,"65,47"
Pagamento de Boleto,ASSOCIACAO MUTUA DE BENEFICIOS,2022-05-16 00:00:00,"86,32"
Pagamento de Boleto,ASSOCIACCO DOS AMIGOS DE SANTA,2022-05-16 00:00:00,"87,81"
Pagamento de Boleto,ATEKY INTERNET EIRELI ME,2022-05-16 00:00:00,"122,54"
Pagamento de Boleto,ATEKY INTERNET LTDA,2022-05-16 00:00:00,"119,90"
Pagamento de Boleto,AYMORE CRED.FIN.E INVEST.S/A,2022-05-16 00:00:00,"657,10"
Pagamento de Boleto,BANCO DIGIO S.A.,2022-05-16 00:00:00,"958,17"
Pagamento de Boleto,BANCO DO BRASIL,2022-05-16 00:00:00,"89,99"
Pagamento de Boleto,BANCO DO BRASIL,2022-05-16 00:00:00,"367,89"
Pagamento de Boleto,BANCO J.SAFRA S/A,2022-05-16 00:00:00,"676,92"
Pagamento de Boleto,BANCO J.SAFRA S/A,2022-05-16 00:00:00,"805,89"
Pagamento de Boleto,BANCO PAN SA,2022-05-16 00:00:00,"687,75"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-05-16 00:00:00,"155,12"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-05-16 00:00:00,"360,00"
Pagamento de Boleto,BANCO SOFISA S A,2022-05-16 00:00:00,"955,73"
Pagamento de Boleto,BANCO VOTORANTIM S.A.,2022-05-16 00:00:00,"686,00"
Pagamento de Boleto,BANCO VOTORANTIM S/A,2022-05-16 00:00:00,"420,00"
Pagamento de Boleto,BANCO VOTORANTIM S/A,2022-05-16 00:00:00,"1549,50"
Pagamento de Boleto,BCO BRADESCO S.A.,2022-05-16 00:00:00,"180,41"
Pagamento de Boleto,BCO BRADESCO S.A.,2022-05-16 00:00:00,"221,45"
Pagamento de Boleto,BCO BRADESCO S.A.,2022-05-16 00:00:00,"817,15"
Pagamento de Boleto,BCO COOPERATIVO SICREDI S.A.,2022-05-16 00:00:00,"86,32"
Pagamento de Boleto,BCO COOPERATIVO SICREDI S.A.,2022-05-16 00:00:00,"109,94"
Pagamento de Boleto,BCO COOPERATIVO SICREDI S.A.,2022-05-16 00:00:00,"153,44"
Pagamento de Boleto,BCO COOPERATIVO SICREDI S.A.,2022-05-16 00:00:00,"232,33"
Pagamento de Boleto,BCO COOPERATIVO SICREDI S.A.,2022-05-16 00:00:00,"243,05"
Pagamento de Boleto,BCO COOPERATIVO SICREDI S.A.,2022-05-16 00:00:00,"732,22"
Pagamento de Boleto,BCO SANTANDER (BRASIL) S.A.,2022-05-16 00:00:00,"194,62"
Pagamento de Boleto,BCO SANTANDER (BRASIL) S.A.,2022-05-16 00:00:00,"583,83"
Pagamento de Boleto,BCO SANTANDER (BRASIL) S.A.,2022-05-16 00:00:00,"638,90"
Pagamento de Boleto,BCO SANTANDER (BRASIL) S.A.,2022-05-16 00:00:00,"957,81"
Pagamento de Boleto,BCO SANTANDER (BRASIL) S.A.,2022-05-16 00:00:00,"1221,75"
Pagamento de Boleto,BCO SANTANDER (BRASIL) S.A.,2022-05-16 00:00:00,"1373,37"
Pagamento de Boleto,BCO VOTORANTIM S.A.,2022-05-16 00:00:00,"256,40"
Pagamento de Boleto,BCO VOTORANTIM S.A.,2022-05-16 00:00:00,"1239,95"
Pagamento de Boleto,BEBIDAS NUERNBERG LTDA,2022-05-16 00:00:00,"286,79"
Pagamento de Boleto,BRF S.A.,2022-05-16 00:00:00,"745,89"
Pagamento de Boleto,BRF S.A.,2022-05-16 00:00:00,"895,90"
Pagamento de Boleto,CALCARD ADMINISTRADORA DE CARTOES LTDA,2022-05-16 00:00:00,"170,41"
Pagamento de Boleto,CAMARA DE DIRIGENTES LOJISTAS,2022-05-16 00:00:00,"75,00"
Pagamento de Boleto,CARTOES CAIXA ELO PF,2022-05-16 00:00:00,"1483,30"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"31,47"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"42,28"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"61,72"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"63,89"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"75,81"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"81,77"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"92,03"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"96,88"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"119,63"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"137,95"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"157,63"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"167,66"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"170,38"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"174,18"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"174,40"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"179,28"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"190,38"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"204,75"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"205,66"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"208,52"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"217,80"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"231,06"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"235,87"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"248,78"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"263,11"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"269,62"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"336,57"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"407,27"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"512,36"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-05-16 00:00:00,"1123,80"
Pagto Energia Elétrica,CELESC DISTRIBUICAO SA,2022-05-16 00:00:00,"140,78"
Pagamento de Boleto,CONDOMINIO RESID E COM MONALISA,2022-05-16 00:00:00,"180,00"
Pagamento de Boleto,COOPERATIVA DE ELETRICIDADE DE SAO LUD,2022-05-16 00:00:00,"244,71"
Pagamento conta luz,COOPERCOCAL,2022-05-16 00:00:00,"116,80"
Pagamento conta luz,COORSEL,2022-05-16 00:00:00,"85,93"
Pagamento conta luz,COORSEL,2022-05-16 00:00:00,"120,82"
Pagamento conta luz,COORSEL,2022-05-16 00:00:00,"128,63"
Pagamento conta luz,COORSEL,2022-05-16 00:00:00,"147,61"
Pagamento conta luz,COORSEL,2022-05-16 00:00:00,"167,87"
Pagamento conta luz,COORSEL,2022-05-16 00:00:00,"232,51"
Pagamento conta luz,COORSEL,2022-05-16 00:00:00,"272,78"
Pagamento conta luz,COORSEL,2022-05-16 00:00:00,"311,17"
Impostos,DARE SANTA CATARINA,2022-05-16 00:00:00,"69,01"
Impostos,DARE SANTA CATARINA,2022-05-16 00:00:00,"98,89"
Impostos,DARE SANTA CATARINA,2022-05-16 00:00:00,"142,69"
Impostos,DARE SANTA CATARINA,2022-05-16 00:00:00,"174,94"
Pagamento de Boleto,DEYCON COMERCIO D LTDA,2022-05-16 00:00:00,"69,35"
Pagamento de Boleto,DEYCON COMERCIO D LTDA,2022-05-16 00:00:00,"102,06"
Pagamento de Boleto,DEYCON COMERCIO D LTDA,2022-05-16 00:00:00,"175,00"
Pagamento de Boleto,DEYCON COMERCIO D LTDA,2022-05-16 00:00:00,"245,23"
Pagamento de Boleto,DISTRIBUIDORA MULLER COMERCIO REPRESEN,2022-05-16 00:00:00,"951,85"
Pagamento de Boleto,DMCARD SECURITIZADORA S A,2022-05-16 00:00:00,"173,07"
Pagamento de Boleto,ENGEPLUS TELECOM LTDA - EPP,2022-05-16 00:00:00,"44,95"
Pagamento de Boleto,FIDC HAVAN,2022-05-16 00:00:00,"104,97"
Pagamento conta luz,FORCA E LUZ URUSSANGA,2022-05-16 00:00:00,"117,08"
Pagamento conta luz,FORCA E LUZ URUSSANGA,2022-05-16 00:00:00,"140,14"
INSS Arrecadação,GPS- Ident.:     11416249731 - 04/2022,2022-05-16 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     11416255260 - 04/2022,2022-05-16 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     11623986260 - 04/2022,2022-05-16 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     11623987991 - 04/2022,2022-05-16 00:00:00,"243,00"
INSS Arrecadação,GPS- Ident.:     12249295656 - 04/2022,2022-05-16 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     12299314646 - 04/2022,2022-05-16 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     12701019720 - 04/2022,2022-05-16 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     12857067722 - 04/2022,2022-05-16 00:00:00,"60,60"
INSS Arrecadação,GPS- Ident.:     20616179485 - 04/2022,2022-05-16 00:00:00,"133,32"
INSS Arrecadação,GPS- Ident.:     26864687005 - 04/2022,2022-05-16 00:00:00,"133,32"
Pagamento de Boleto,GRANJA PINHEIROS LTDA,2022-05-16 00:00:00,"225,56"
Pagamento de Boleto,GRANJA PINHEIROS LTDA,2022-05-16 00:00:00,"437,48"
Pagamento de Boleto,HAVAN S.A.,2022-05-16 00:00:00,"237,52"
Pagamento de Boleto,HEIDERPECAS DIST AUTO PECAS LTDA ME,2022-05-16 00:00:00,"427,78"
Pagamento de Boleto,HEIDERPECAS DIST AUTO PECAS LTDA ME,2022-05-16 00:00:00,"641,73"
Pagamento de Boleto,IND E COMERCIO JOLITEX LTDA,2022-05-16 00:00:00,"1291,34"
Pagamento de Boleto,INOVA SERVICOS DE CONTABILIDADE LTD,2022-05-16 00:00:00,"350,00"
Pagamento de Boleto,INSTITUTO NACIONAL DE ESTUDOS,2022-05-16 00:00:00,"85,00"
Pagamento de Boleto,ITAU UNIBANCO S.A.,2022-05-16 00:00:00,"63,30"
Pagamento de Boleto,ITAU UNIBANCO S.A.,2022-05-16 00:00:00,"89,90"
Pagamento de Boleto,ITAU UNIBANCO S.A.,2022-05-16 00:00:00,"101,00"
Pagamento de Boleto,LOGTEC DESENV EM SERV DE INFO,2022-05-16 00:00:00,"233,34"
Pagamento de Boleto,LUIZACRED S/A SCFI,2022-05-16 00:00:00,"418,11"
Pagamento de Boleto,MAPFRE SEGUROS GERAIS S.A.,2022-05-16 00:00:00,"169,69"
Pagamento de Boleto,MARIA DE FATIMA TORRES GUNHA O,2022-05-16 00:00:00,"200,00"
Pagamento de Boleto,NORTHIS INTELIGENCIA CONTABIL AVANC,2022-05-16 00:00:00,"300,00"
Pagamento de Boleto,NU PAGAMENTOS - IP,2022-05-16 00:00:00,"330,08"
Pagamento de Boleto,NU PAGAMENTOS S.A.,2022-05-16 00:00:00,"500,00"
Pagamento de Boleto,NU PAGAMENTOS SA,2022-05-16 00:00:00,"381,50"
Pagamento de Boleto,NU PAGAMENTOS SA,2022-05-16 00:00:00,"443,33"
Pagamento de Boleto,NU PAGAMENTOS SA,2022-05-16 00:00:00,"648,85"
Pagamento de Boleto,NUTRICIONAL DISTRIBUIDORA SUL,2022-05-16 00:00:00,"570,51"
Pagamento de Boleto,OCL COMERCIO E IMPORTACAO LTDA,2022-05-16 00:00:00,"368,75"
Pagto conta telefone,OI S.A.(PR),2022-05-16 00:00:00,"57,00"
Pagto conta telefone,OI SA TV,2022-05-16 00:00:00,"141,30"
Pagamento de Boleto,PEPA DISTRIBUIDORA M E C LT,2022-05-16 00:00:00,"369,97"
Pagamento de Boleto,PICPAY SERVICOS S.A.,2022-05-16 00:00:00,"430,00"
Pagamento de Boleto,PONTO SAT CONECT EIRELI,2022-05-16 00:00:00,"109,90"
Pagamento de Boleto,PONTO SAT CONECT EIRELI,2022-05-16 00:00:00,"115,00"
Pagamento de Boleto,PREFEITURA DE ORLEANS,2022-05-16 00:00:00,"219,88"
Pagamento de Boleto,PROSULASSOCIACAO DE BENEFICIOS,2022-05-16 00:00:00,"64,90"
Pagamento de Boleto,PROSULASSOCIACAO DE BENEFICIOS,2022-05-16 00:00:00,"66,30"
Pagamento de Boleto,PROSULASSOCIACAO DE BENEFICIOS,2022-05-16 00:00:00,"80,83"
Pagamento de Boleto,PROSULASSOCIACAO DE BENEFICIOS,2022-05-16 00:00:00,"250,94"
Pagamento de Boleto,RADIO GUARUJA DE ORLEANS,2022-05-16 00:00:00,"600,00"
Pagamento de Boleto,ROZAC COMERCIO IMPORTACAO E EXPORTACAO,2022-05-16 00:00:00,"1248,74"
Pgto conta água,SAMAE-URUSSANGA,2022-05-16 00:00:00,"34,24"
